iteration,loss
1,12.609509897129936
2,9.045146073306736
3,9.045146073306736
4,9.045146073306736
5,7.5257472752454655
6,7.5257472752454655
7,7.5257472752454655
8,7.5257472752454655
9,7.467727839887723
10,7.467727839887723
11,7.467727839887723
12,7.467727839887723
13,7.467727839887723
14,7.365207249258449
15,7.365207249258449
16,7.152340657751811
17,7.152340657751811
18,7.152340657751811
19,6.584365838699395
20,6.584365838699395
21,6.584365838699395
22,6.584365838699395
23,6.584365838699395
24,6.584365838699395
25,6.584365838699395
26,6.584365838699395
27,6.584365838699395
28,6.584365838699395
29,6.584365838699395
30,6.318122122272902
31,6.2303958608327985
32,6.2303958608327985
33,6.2303958608327985
34,6.066636040264458
35,6.066636040264458
36,6.066636040264458
37,6.066636040264458
38,6.066636040264458
39,5.911201177934882
40,5.911201177934882
41,5.911201177934882
42,5.911201177934882
43,5.911201177934882
44,5.911201177934882
45,5.911201177934882
46,5.911201177934882
47,5.911201177934882
48,5.911201177934882
49,5.911201177934882
50,5.911201177934882
51,5.586924168440638
52,5.374387774270911
53,5.374387774270911
54,5.374387774270911
55,5.374387774270911
56,5.374387774270911
57,5.218227863117576
58,5.218227863117576
59,4.439550968454257
60,4.439550968454257
61,4.439550968454257
62,4.439550968454257
63,4.439550968454257
64,4.439550968454257
65,4.439550968454257
66,4.439550968454257
67,4.439550968454257
68,4.439550968454257
69,4.439550968454257
70,4.439550968454257
71,4.439550968454257
72,4.439550968454257
73,4.439550968454257
74,4.439550968454257
75,4.439550968454257
76,4.439550968454257
77,4.439550968454257
78,4.439550968454257
79,4.439550968454257
80,4.439550968454257
81,4.439550968454257
82,4.439550968454257
83,4.439550968454257
84,4.439550968454257
85,4.439550968454257
86,4.439550968454257
87,4.439550968454257
88,4.439550968454257
89,4.439550968454257
90,4.439550968454257
91,4.439550968454257
92,4.439550968454257
93,4.439550968454257
94,4.439550968454257
95,4.439550968454257
96,4.439550968454257
97,4.439550968454257
98,4.439550968454257
99,4.439550968454257
100,4.439550968454257
101,4.439550968454257
102,4.439550968454257
103,4.439550968454257
104,4.439550968454257
105,4.439550968454257
106,4.439550968454257
107,4.439550968454257
108,4.439550968454257
109,4.439550968454257
110,4.439550968454257
111,4.439550968454257
112,4.439550968454257
113,4.439550968454257
114,4.439550968454257
115,4.439550968454257
116,4.439550968454257
117,4.439550968454257
118,4.439550968454257
119,4.439550968454257
120,4.439550968454257
121,4.439550968454257
122,4.439550968454257
123,4.439550968454257
124,4.439550968454257
125,4.439550968454257
126,4.439550968454257
127,4.439550968454257
128,4.439550968454257
129,4.439550968454257
130,4.439550968454257
131,4.439550968454257
132,4.439550968454257
133,4.439550968454257
134,4.439550968454257
135,4.439550968454257
136,4.439550968454257
137,4.439550968454257
138,4.439550968454257
139,4.439550968454257
140,4.439550968454257
141,4.439550968454257
142,4.439550968454257
143,4.439550968454257
144,4.439550968454257
145,4.194108982932692
146,4.194108982932692
147,4.194108982932692
148,4.194108982932692
149,4.194108982932692
150,4.194108982932692
151,4.194108982932692
152,4.194108982932692
153,4.194108982932692
154,4.194108982932692
155,4.194108982932692
156,4.194108982932692
157,4.194108982932692
158,4.194108982932692
159,4.194108982932692
160,4.194108982932692
161,4.194108982932692
162,4.194108982932692
163,4.194108982932692
164,4.194108982932692
165,4.194108982932692
166,4.194108982932692
167,4.194108982932692
168,4.194108982932692
169,4.194108982932692
170,4.194108982932692
171,4.194108982932692
172,4.194108982932692
173,4.194108982932692
174,4.194108982932692
175,4.194108982932692
176,4.194108982932692
177,4.194108982932692
178,4.194108982932692
179,4.194108982932692
180,4.194108982932692
181,4.194108982932692
182,4.194108982932692
183,4.194108982932692
184,4.194108982932692
185,4.194108982932692
186,4.194108982932692
187,4.194108982932692
188,4.194108982932692
189,4.194108982932692
190,4.194108982932692
191,4.194108982932692
192,4.194108982932692
193,4.194108982932692
194,4.194108982932692
195,4.194108982932692
196,4.194108982932692
197,4.194108982932692
198,4.194108982932692
199,4.194108982932692
200,4.194108982932692
201,4.194108982932692
202,4.194108982932692
203,4.194108982932692
204,4.194108982932692
205,4.194108982932692
206,4.194108982932692
207,4.194108982932692
208,4.194108982932692
209,4.194108982932692
210,4.194108982932692
211,4.194108982932692
212,4.194108982932692
213,4.194108982932692
214,4.194108982932692
215,4.194108982932692
216,4.194108982932692
217,4.194108982932692
218,4.194108982932692
219,4.194108982932692
220,4.194108982932692
221,4.194108982932692
222,4.194108982932692
223,4.194108982932692
224,4.194108982932692
225,4.194108982932692
226,4.194108982932692
227,4.194108982932692
228,4.194108982932692
229,4.194108982932692
230,4.194108982932692
231,4.194108982932692
232,4.194108982932692
233,4.194108982932692
234,4.194108982932692
235,4.194108982932692
236,4.194108982932692
237,4.194108982932692
238,4.194108982932692
239,4.194108982932692
240,4.194108982932692
241,4.194108982932692
242,4.194108982932692
243,4.194108982932692
244,4.194108982932692
245,4.194108982932692
246,4.194108982932692
247,4.194108982932692
248,4.194108982932692
249,4.194108982932692
250,4.194108982932692
251,4.194108982932692
252,4.194108982932692
253,4.194108982932692
254,4.194108982932692
255,4.194108982932692
256,4.194108982932692
257,4.194108982932692
258,4.194108982932692
259,4.194108982932692
260,4.194108982932692
261,4.194108982932692
262,4.194108982932692
263,4.194108982932692
264,4.194108982932692
265,4.194108982932692
266,4.194108982932692
267,4.194108982932692
268,4.194108982932692
269,4.194108982932692
270,4.194108982932692
271,4.194108982932692
272,4.194108982932692
273,4.194108982932692
274,4.194108982932692
275,4.194108982932692
276,4.194108982932692
277,4.194108982932692
278,4.194108982932692
279,4.194108982932692
280,4.194108982932692
281,4.194108982932692
282,4.194108982932692
283,4.194108982932692
284,4.194108982932692
285,4.194108982932692
286,4.194108982932692
287,4.194108982932692
288,4.194108982932692
289,4.194108982932692
290,4.194108982932692
291,4.194108982932692
292,4.194108982932692
293,4.194108982932692
294,4.194108982932692
295,4.194108982932692
296,4.194108982932692
297,4.194108982932692
298,4.194108982932692
299,4.194108982932692
300,4.194108982932692
301,4.194108982932692
302,4.194108982932692
303,4.194108982932692
304,4.194108982932692
305,4.194108982932692
306,4.194108982932692
307,4.194108982932692
308,4.194108982932692
309,4.194108982932692
310,4.194108982932692
311,4.194108982932692
312,4.194108982932692
313,4.194108982932692
314,4.194108982932692
315,4.194108982932692
316,4.194108982932692
317,4.194108982932692
318,4.194108982932692
319,4.194108982932692
320,4.194108982932692
321,4.194108982932692
322,4.194108982932692
323,4.194108982932692
324,4.194108982932692
325,4.194108982932692
326,4.194108982932692
327,4.194108982932692
328,4.194108982932692
329,4.194108982932692
330,4.194108982932692
331,4.194108982932692
332,4.194108982932692
333,4.194108982932692
334,4.194108982932692
335,4.194108982932692
336,4.194108982932692
337,4.194108982932692
338,4.194108982932692
339,4.194108982932692
340,4.194108982932692
341,4.194108982932692
342,4.194108982932692
343,4.194108982932692
344,4.194108982932692
345,4.194108982932692
346,4.194108982932692
347,4.194108982932692
348,4.194108982932692
349,4.194108982932692
350,4.194108982932692
351,4.194108982932692
352,4.194108982932692
353,4.194108982932692
354,4.194108982932692
355,4.194108982932692
356,4.194108982932692
357,4.194108982932692
358,4.194108982932692
359,4.194108982932692
360,4.194108982932692
361,4.194108982932692
362,4.194108982932692
363,4.194108982932692
364,4.194108982932692
365,4.194108982932692
366,4.194108982932692
367,4.194108982932692
368,4.194108982932692
369,4.194108982932692
370,4.194108982932692
371,4.194108982932692
372,4.194108982932692
373,4.194108982932692
374,4.194108982932692
375,4.194108982932692
376,4.194108982932692
377,4.194108982932692
378,4.194108982932692
379,4.194108982932692
380,4.194108982932692
381,4.194108982932692
382,4.194108982932692
383,4.194108982932692
384,4.194108982932692
385,4.194108982932692
386,4.194108982932692
387,4.194108982932692
388,4.194108982932692
389,4.194108982932692
390,4.194108982932692
391,4.194108982932692
392,4.194108982932692
393,4.194108982932692
394,4.194108982932692
395,4.194108982932692
396,4.194108982932692
397,4.194108982932692
398,4.194108982932692
399,4.194108982932692
400,4.194108982932692
401,4.194108982932692
402,4.194108982932692
403,4.194108982932692
404,4.194108982932692
405,4.0566078329589
406,4.0566078329589
407,4.0566078329589
408,4.0566078329589
409,4.0566078329589
410,4.0566078329589
411,4.0566078329589
412,4.0566078329589
413,4.0566078329589
414,4.0566078329589
415,4.0566078329589
416,4.0566078329589
417,4.0566078329589
418,4.0566078329589
419,4.0566078329589
420,4.0566078329589
421,4.0566078329589
422,4.0566078329589
423,4.0566078329589
424,4.0566078329589
425,4.0566078329589
426,4.0566078329589
427,4.0566078329589
428,4.0566078329589
429,4.0566078329589
430,4.0566078329589
431,4.0566078329589
432,4.0566078329589
433,4.0566078329589
434,4.0566078329589
435,4.0566078329589
436,4.0566078329589
437,4.0566078329589
438,4.0566078329589
439,4.0566078329589
440,4.0566078329589
441,4.0566078329589
442,4.0566078329589
443,4.0566078329589
444,4.0566078329589
445,4.0566078329589
446,4.0566078329589
447,4.0566078329589
448,4.0566078329589
449,4.0566078329589
450,4.0566078329589
451,4.0566078329589
452,4.0566078329589
453,4.0566078329589
454,4.0566078329589
455,4.0566078329589
456,4.0566078329589
457,4.0566078329589
458,4.0566078329589
459,4.0566078329589
460,4.0566078329589
461,4.0566078329589
462,4.0566078329589
463,4.0566078329589
464,4.0566078329589
465,4.0566078329589
466,4.0566078329589
467,4.0566078329589
468,4.0566078329589
469,4.0566078329589
470,4.0566078329589
471,4.0566078329589
472,4.0566078329589
473,4.0566078329589
474,4.0566078329589
475,4.0566078329589
476,4.0566078329589
477,4.0566078329589
478,4.0566078329589
479,4.0566078329589
480,4.0566078329589
481,4.0566078329589
482,4.0566078329589
483,4.0566078329589
484,4.0566078329589
485,4.0566078329589
486,4.0566078329589
487,4.0566078329589
488,4.0566078329589
489,4.0566078329589
490,4.0566078329589
491,4.0566078329589
492,4.0566078329589
493,4.0566078329589
494,4.0566078329589
495,4.0566078329589
496,4.0566078329589
497,4.0566078329589
498,4.0566078329589
499,4.0566078329589
500,4.0566078329589
