scenario,task_id,epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
paper_literal_80_10_10,multiclass,64,0.941842571473791,0.9336137232510393,0.5647948164146869,0.5827929096411587,0.48851855097714364,0.5127126860262922
paper_literal_80_10_10,multiclass,65,0.9386806924708718,0.9311173857933404,0.5652807775377969,0.5780371811500216,0.48812469308515327,0.5060346314744236
paper_literal_80_10_10,multiclass,66,0.9369420390149688,0.9312375278582162,0.5671166306695464,0.5797665369649806,0.492887572808472,0.5127747463662954
paper_literal_80_10_10,multiclass,67,0.9396069617044849,0.9332386841776048,0.5621490280777538,0.5754431474275832,0.48445254052933323,0.5073448054078077
paper_literal_80_10_10,multiclass,68,0.9376312729606876,0.9341495986939301,0.5664686825053996,0.5776048421962818,0.4925605138961835,0.5082815961639048
paper_literal_80_10_10,multiclass,69,0.9379035736005713,0.9311564874195506,0.5667386609071274,0.5776048421962818,0.4904932944454552,0.4996202277576646
paper_literal_80_10_10,multiclass,70,0.9397191135466227,0.9338932313601588,0.5647948164146869,0.5719844357976653,0.4873851937902209,0.4904225241342363
paper_literal_80_10_10,multiclass,71,0.9379172007929429,0.9321544998608469,0.56792656587473,0.5754431474275832,0.4910404854027805,0.4980438250578389
paper_literal_80_10_10,multiclass,72,0.9367520596502151,0.9373762397296079,0.5658207343412527,0.5698227410289667,0.492421531598648,0.49108164738848686
paper_literal_80_10_10,multiclass,73,0.9370320197315505,0.9296572660399989,0.5666846652267818,0.5776048421962818,0.49073808913428746,0.5110869700565737
paper_literal_80_10_10,multiclass,74,0.9371486602025207,0.9317678088910952,0.5677645788336934,0.5771725032425421,0.49527948409870665,0.4994378001684036
paper_literal_80_10_10,multiclass,75,0.9365919720791843,0.9288559834574704,0.569060475161987,0.5789018590575011,0.493707031074464,0.5016012847962109
paper_literal_80_10_10,multiclass,76,0.9353036026202834,0.9365182069798234,0.5697084233261339,0.5724167747514051,0.4944462802813299,0.48961013211303045
paper_literal_80_10_10,multiclass,77,0.9353988264600865,0.9287074816159959,0.5685205183585313,0.582360570687419,0.4927432983166879,0.5117457229731422
paper_literal_80_10_10,multiclass,78,0.9324434411191014,0.9294094420901842,0.5690064794816415,0.5758754863813229,0.49649120614464853,0.5097717029862813
paper_literal_80_10_10,multiclass,79,0.9334357174117416,0.9346582929241776,0.5707883369330453,0.5737137916126243,0.49785093932562097,0.5003786921242043
paper_literal_80_10_10,multiclass,80,0.9327859330383285,0.9298272687946622,0.5691144708423326,0.5750108084738434,0.4952500881772752,0.5091507943804648
paper_literal_80_10_10,multiclass,81,0.9326250441388486,0.9305073486176395,0.5677645788336934,0.574146130566364,0.49562896902177517,0.49874421095716986
paper_literal_80_10_10,multiclass,82,0.9329428892928632,0.9249490920568616,0.5687904967602592,0.5814958927799395,0.49762083299029464,0.5093783032472413
paper_literal_80_10_10,multiclass,83,0.9320220753132138,0.931798611530431,0.5707343412526998,0.5715520968439256,0.4997970402320467,0.5015198384448104
paper_literal_80_10_10,multiclass,84,0.9302831641541186,0.9226894290530728,0.5730021598272138,0.5801988759187203,0.5011735195111858,0.5146207718422989
paper_literal_80_10_10,multiclass,85,0.9316281379427818,0.9250250046149096,0.5701943844492441,0.5819282317336792,0.49687633033016193,0.5123173035813479
paper_literal_80_10_10,multiclass,86,0.9291585098075043,0.923505679900338,0.5715442764578834,0.58063121487246,0.5010171807068372,0.5041717132300222
paper_literal_80_10_10,multiclass,87,0.9313264753082143,0.9340720663223233,0.5699784017278617,0.5672287073065283,0.4981078089420847,0.4937124883623531
paper_literal_80_10_10,multiclass,88,0.9313575200849167,0.9269135669356964,0.5708963282937365,0.5801988759187203,0.4977121656603319,0.5102279927906451
paper_literal_80_10_10,multiclass,89,0.9320566997929731,0.9228113135165896,0.5709503239740821,0.5810635538261998,0.5019147011644146,0.5143100694309671
paper_literal_80_10_10,multiclass,90,0.9284918783292915,0.9219437141826644,0.5711123110151188,0.5849546044098574,0.502363722974891,0.5186758193838656
paper_literal_80_10_10,multiclass,91,0.9281674603406606,0.9206489735334094,0.5694384449244061,0.5832252485948984,0.4976593315879437,0.5159292558101225
paper_literal_80_10_10,multiclass,92,0.9290369878062419,0.9220689385163027,0.5702483801295897,0.5845222654561176,0.4985527084527049,0.5211690020903675
paper_literal_80_10_10,multiclass,93,0.927890647307328,0.9284829751681416,0.5705183585313175,0.5758754863813229,0.501706140337201,0.5107367269366675
paper_literal_80_10_10,multiclass,94,0.9291220113989086,0.9244873437126941,0.5704643628509719,0.5754431474275832,0.5021739516072932,0.5094508384549922
paper_literal_80_10_10,multiclass,95,0.9270210613184819,0.9214393687464693,0.5725161987041036,0.5819282317336792,0.5056323684861401,0.5156091554432662
paper_literal_80_10_10,multiclass,96,0.9278423180847909,0.9258102759416105,0.5721922246220302,0.5758754863813229,0.5013047057394325,0.5036788639317326
paper_literal_80_10_10,multiclass,97,0.9260923946135502,0.9225027793112432,0.5748380129589633,0.5793341980112409,0.5064669098674731,0.5195221667129363
paper_literal_80_10_10,multiclass,98,0.9241265925423888,0.9223151880582586,0.5752699784017279,0.5797665369649806,0.5090976190029742,0.5195142580047948
paper_literal_80_10_10,multiclass,99,0.926445683624523,0.9199255801772741,0.572462203023758,0.5810635538261998,0.5043783241046503,0.5130290340707405
paper_literal_80_10_10,multiclass,100,0.9251012390427147,0.9216565185432253,0.573488120950324,0.5793341980112409,0.5059059694386713,0.5115837240550781
paper_literal_80_10_10,ad_ftd_vs_healthy,1,0.6476873745671101,0.6409119357296178,0.6547516198704104,0.6547104580812446,0.3959786769244248,0.39566466440323844
paper_literal_80_10_10,ad_ftd_vs_healthy,2,0.6403680120122098,0.625300416270514,0.6546436285097192,0.6547104580812446,0.395640255841274,0.39566466440323844
paper_literal_80_10_10,ad_ftd_vs_healthy,3,0.6247993838194894,0.6071552306078793,0.6586393088552915,0.698789974070873,0.42602302213432963,0.6381931213851177
paper_literal_80_10_10,ad_ftd_vs_healthy,4,0.6069509807595939,0.5724426093241627,0.6809935205183585,0.7078651685393258,0.5575621207090208,0.6414360309724979
paper_literal_80_10_10,ad_ftd_vs_healthy,5,0.5923276588417284,0.5664365907218195,0.6923866090712743,0.7130509939498704,0.6015418169125669,0.6572035410865995
paper_literal_80_10_10,ad_ftd_vs_healthy,6,0.5859698644982043,0.5630037333549048,0.7043736501079914,0.7191011235955056,0.6254119911186323,0.6674443470624287
paper_literal_80_10_10,ad_ftd_vs_healthy,7,0.5788336200024088,0.5857578442852973,0.7083693304535638,0.698789974070873,0.6375800497959798,0.6794055062429993
paper_literal_80_10_10,ad_ftd_vs_healthy,8,0.575361177344559,0.5588617741597967,0.713120950323974,0.722990492653414,0.6452849084858463,0.6750252778371154
paper_literal_80_10_10,ad_ftd_vs_healthy,9,0.5763734927702671,0.5624326730248427,0.7102591792656587,0.7221261884183232,0.6395648248724757,0.6800675170808539
paper_literal_80_10_10,ad_ftd_vs_healthy,10,0.570262669512829,0.5712357197945347,0.713390928725702,0.7065687121866897,0.6501513339289691,0.6845775428981535
paper_literal_80_10_10,ad_ftd_vs_healthy,11,0.5689712141811462,0.5852063487548713,0.716792656587473,0.6910112359550562,0.6585845640080062,0.6771785438684294
paper_literal_80_10_10,ad_ftd_vs_healthy,12,0.5666818856935522,0.5662039790878857,0.7205723542116631,0.7152117545375972,0.6621936447042909,0.6905705891436343
paper_literal_80_10_10,ad_ftd_vs_healthy,13,0.5657280053999717,0.5540158480998247,0.7187365010799136,0.7281763180639585,0.6610736055003062,0.6954062088326604
paper_literal_80_10_10,ad_ftd_vs_healthy,14,0.5639828022046429,0.5523093879841069,0.7207343412526998,0.7277441659464131,0.6649300970819175,0.6884275660666411
paper_literal_80_10_10,ad_ftd_vs_healthy,15,0.56361724823134,0.5512329541153195,0.7210043196544277,0.7290406222990493,0.6653778249727871,0.6927779381188763
paper_literal_80_10_10,ad_ftd_vs_healthy,16,0.5618744980954197,0.5495746191607124,0.7228941684665227,0.7277441659464131,0.6681168433150514,0.6892966751918159
paper_literal_80_10_10,ad_ftd_vs_healthy,17,0.5617882233459027,0.5499559548927363,0.7256479481641469,0.7273120138288678,0.6718110068790941,0.6754515643688301
paper_literal_80_10_10,ad_ftd_vs_healthy,18,0.5607273497025344,0.5522290620189756,0.7239740820734342,0.7281763180639585,0.6719699386992735,0.6922114269340853
paper_literal_80_10_10,ad_ftd_vs_healthy,19,0.5587791189004226,0.5539653947771678,0.7247300215982722,0.7273120138288678,0.6716883710250474,0.6974484606202109
paper_literal_80_10_10,ad_ftd_vs_healthy,20,0.559118397717342,0.5505338098689617,0.7256479481641469,0.7247191011235955,0.6742750010276248,0.6790356904034367
paper_literal_80_10_10,ad_ftd_vs_healthy,21,0.5571294333842094,0.5540533515020187,0.7255399568034557,0.7221261884183232,0.6741135964258953,0.697437915275003
paper_literal_80_10_10,ad_ftd_vs_healthy,22,0.5585258337771661,0.5468566708762582,0.7226781857451404,0.7255834053586863,0.6702950368100857,0.6795549940714871
paper_literal_80_10_10,ad_ftd_vs_healthy,23,0.5554129352579878,0.5477905283998392,0.7266198704103671,0.7320656871218669,0.6738579230319075,0.6985087248130337
paper_literal_80_10_10,ad_ftd_vs_healthy,24,0.5558909133237587,0.5453402894833218,0.7262419006479481,0.726447709593777,0.6756881725635518,0.6773074120982459
paper_literal_80_10_10,ad_ftd_vs_healthy,25,0.5567199994884351,0.5489613904505839,0.7267818574514039,0.7307692307692307,0.6760985765373169,0.6949430428670853
paper_literal_80_10_10,ad_ftd_vs_healthy,26,0.5539794133754837,0.5475584417452767,0.7274298056155507,0.7303370786516854,0.6775830020391991,0.6898563051743024
paper_literal_80_10_10,ad_ftd_vs_healthy,27,0.5545612993302149,0.5459354199668716,0.7268358531317495,0.7238547968885047,0.6730265596358853,0.6663008412179889
paper_literal_80_10_10,ad_ftd_vs_healthy,28,0.5530787687579705,0.5454311702358589,0.72877969762419,0.726447709593777,0.6786459084947406,0.6770501442927472
paper_literal_80_10_10,ad_ftd_vs_healthy,29,0.5538497014128106,0.5459348037516958,0.7270518358531317,0.7329299913569577,0.675610973709179,0.6921727764919822
paper_literal_80_10_10,ad_ftd_vs_healthy,30,0.5512724775732465,0.5437876402352942,0.7306695464362851,0.7316335350043215,0.6806103619674735,0.6878072922177225
paper_literal_80_10_10,ad_ftd_vs_healthy,31,0.5513906454164575,0.543555096294103,0.7259179265658747,0.7307692307692307,0.6754681815170882,0.6853696729889316
paper_literal_80_10_10,ad_ftd_vs_healthy,32,0.550206373654483,0.5425834515121546,0.7292656587473002,0.7307692307692307,0.6789129777714081,0.6897946448648306
paper_literal_80_10_10,ad_ftd_vs_healthy,33,0.5506102719265751,0.5431270411329838,0.7302375809935205,0.7363872082973206,0.6821428593022079,0.6997829735935608
paper_literal_80_10_10,ad_ftd_vs_healthy,34,0.5494236831144946,0.5440834788227246,0.728671706263499,0.7290406222990493,0.6788744623576485,0.699002641987372
paper_literal_80_10_10,ad_ftd_vs_healthy,35,0.5486849122119516,0.5419277858662007,0.7330993520518359,0.7346585998271391,0.6844319403080391,0.6925921598663741
paper_literal_80_10_10,ad_ftd_vs_healthy,36,0.5497164879581583,0.5490610307161419,0.7282397408207344,0.7273120138288678,0.6801208378000809,0.7006152202685398
paper_literal_80_10_10,ad_ftd_vs_healthy,37,0.5472888795912394,0.5411914168706513,0.7331533477321814,0.7281763180639585,0.6848586516653531,0.6785766891216711
paper_literal_80_10_10,ad_ftd_vs_healthy,38,0.5483164772874078,0.5468766267122435,0.7285637149028078,0.7290406222990493,0.6792941790826528,0.6982664982140908
paper_literal_80_10_10,ad_ftd_vs_healthy,39,0.5484202852259444,0.5415791080702763,0.7312095032397408,0.7312013828867762,0.6835384014370631,0.6864744528091453
paper_literal_80_10_10,ad_ftd_vs_healthy,40,0.546721291336076,0.5411802784522856,0.732829373650108,0.7303370786516854,0.6834281477447701,0.6830248322854835
paper_literal_80_10_10,ad_ftd_vs_healthy,41,0.5462669664273767,0.5417791704937829,0.7327753779697624,0.7329299913569577,0.684048891884379,0.6872931946102678
paper_literal_80_10_10,ad_ftd_vs_healthy,42,0.5485697628097452,0.5414634688516681,0.729427645788337,0.7307692307692307,0.6807928501592768,0.6979268619509529
paper_literal_80_10_10,ad_ftd_vs_healthy,43,0.5464700113619892,0.5411127995805897,0.7316954643628509,0.7303370786516854,0.6837196819000693,0.6830248322854835
paper_literal_80_10_10,ad_ftd_vs_healthy,44,0.5454653121997677,0.5396191888362453,0.7335313174946004,0.7294727744165946,0.6862565155499538,0.6737953367292251
paper_literal_80_10_10,ad_ftd_vs_healthy,45,0.5455261990138316,0.5429558581386853,0.7304535637149028,0.7290406222990493,0.6811917570139866,0.6795987028287563
paper_literal_80_10_10,ad_ftd_vs_healthy,46,0.5456735199522509,0.5422915511586693,0.7326133909287257,0.7329299913569577,0.6838415136405931,0.7010173403637001
paper_literal_80_10_10,ad_ftd_vs_healthy,47,0.5440694993567003,0.5397712628235566,0.7309935205183585,0.7290406222990493,0.6823713471736202,0.6705523265253109
paper_literal_80_10_10,ad_ftd_vs_healthy,48,0.545237651898588,0.5382427315621306,0.7316414686825053,0.7342264477095938,0.6826923107418714,0.6774276903409188
paper_literal_80_10_10,ad_ftd_vs_healthy,49,0.5430449909061902,0.5371696433839658,0.7335313174946004,0.7337942955920485,0.6856028739348681,0.6803752735622287
paper_literal_80_10_10,ad_ftd_vs_healthy,50,0.5434137060884265,0.5358138217839478,0.7348272138228942,0.7350907519446845,0.6851089494986937,0.6967284527481541
paper_literal_80_10_10,ad_ftd_vs_healthy,51,0.5418066987723563,0.5343843144183542,0.7368790496760259,0.7329299913569577,0.6892431261410222,0.6840708574579542
paper_literal_80_10_10,ad_ftd_vs_healthy,52,0.5416423685607333,0.5352785040720228,0.735097192224622,0.7389801210025929,0.6867783654928815,0.6943771675478992
paper_literal_80_10_10,ad_ftd_vs_healthy,53,0.5423462461961783,0.5327942912807316,0.7326133909287257,0.7415730337078652,0.6826900591642258,0.6997087736811267
paper_literal_80_10_10,ad_ftd_vs_healthy,54,0.5411193366699548,0.533919460524128,0.7374730021598273,0.7381158167675022,0.6901146975904144,0.6914392390434705
paper_literal_80_10_10,ad_ftd_vs_healthy,55,0.54047004844406,0.5367557937303492,0.7348272138228942,0.7372515125324114,0.6872251783956297,0.6829016739872052
paper_literal_80_10_10,ad_ftd_vs_healthy,56,0.5413311309098683,0.533471712956886,0.7349352051835853,0.7381158167675022,0.6869160918501298,0.6897052575677112
paper_literal_80_10_10,ad_ftd_vs_healthy,57,0.5391957449346587,0.5366198207246093,0.7352591792656588,0.7385479688850476,0.6878277239910793,0.6998371581688387
paper_literal_80_10_10,ad_ftd_vs_healthy,58,0.5406304650765,0.5337524847316659,0.740658747300216,0.7381158167675022,0.6939513618280434,0.7051249915887221
paper_literal_80_10_10,ad_ftd_vs_healthy,59,0.541424188294627,0.5325497747910054,0.7342872570194384,0.7363872082973206,0.6861821103509069,0.6858645501458581
paper_literal_80_10_10,ad_ftd_vs_healthy,60,0.5397212371326677,0.5317372982112518,0.7382289416846652,0.7411408815903198,0.6907292474289611,0.7021749121782062
paper_literal_80_10_10,ad_ftd_vs_healthy,61,0.5388691570022451,0.5356048730136819,0.7345032397408208,0.7350907519446845,0.6877701057086041,0.6809809852358781
paper_literal_80_10_10,ad_ftd_vs_healthy,62,0.5387586131209173,0.5304148240963137,0.7353131749460043,0.7450302506482281,0.6884620790176906,0.7030556174222915
paper_literal_80_10_10,ad_ftd_vs_healthy,63,0.5378830398004462,0.5311987607409033,0.7374190064794817,0.7372515125324114,0.692341862183838,0.6861140858142357
paper_literal_80_10_10,ad_ftd_vs_healthy,64,0.5382675364516981,0.5333894328918556,0.7395788336933046,0.7372515125324114,0.6945167761415696,0.6853247016995765
paper_literal_80_10_10,ad_ftd_vs_healthy,65,0.5387028868718488,0.5325552221764339,0.7379589632829374,0.7411408815903198,0.6901154961728828,0.6963184733610486
paper_literal_80_10_10,ad_ftd_vs_healthy,66,0.5404585627963682,0.5300774583037599,0.7365010799136069,0.740276577355229,0.6891222578620138,0.6936204655150802
paper_literal_80_10_10,ad_ftd_vs_healthy,67,0.5364087676898964,0.531397850042597,0.7372570194384449,0.7398444252376837,0.6897669561113682,0.6922502527341237
paper_literal_80_10_10,ad_ftd_vs_healthy,68,0.5374948974948207,0.5315145030553319,0.7373650107991361,0.7350907519446845,0.6888967630596403,0.6804318876475726
paper_literal_80_10_10,ad_ftd_vs_healthy,69,0.5360251168195423,0.5307672206914518,0.7398488120950324,0.7398444252376837,0.6929190894674244,0.691252766035916
paper_literal_80_10_10,ad_ftd_vs_healthy,70,0.5370308440138403,0.5306708957990285,0.7387149028077754,0.740276577355229,0.6919637234092557,0.6953045116694327
paper_literal_80_10_10,ad_ftd_vs_healthy,71,0.536044358975429,0.5296471584894169,0.7395788336933046,0.7415730337078652,0.6923702204582918,0.696707240948814
paper_literal_80_10_10,ad_ftd_vs_healthy,72,0.5352616859692477,0.5320692366840722,0.7403887688984881,0.7376836646499568,0.6941643906379658,0.6775927071485874
paper_literal_80_10_10,ad_ftd_vs_healthy,73,0.5348808282137432,0.5294925694385272,0.7377429805615551,0.740276577355229,0.6895793479991045,0.6926378137656295
paper_literal_80_10_10,ad_ftd_vs_healthy,74,0.534956189133951,0.5283317615116271,0.7403887688984881,0.7407087294727744,0.6924474819892619,0.6961659663865546
paper_literal_80_10_10,ad_ftd_vs_healthy,75,0.534548063000129,0.5296703714590806,0.741414686825054,0.740276577355229,0.6947217907770014,0.701821705883425
paper_literal_80_10_10,ad_ftd_vs_healthy,76,0.5349305185334471,0.5307413668290437,0.7392008639308856,0.7372515125324114,0.6912583276442357,0.6855888326325124
paper_literal_80_10_10,ad_ftd_vs_healthy,77,0.5330104955586707,0.5275782417818299,0.7389308855291576,0.7441659464131374,0.693007275451449,0.710413453472955
paper_literal_80_10_10,ad_ftd_vs_healthy,78,0.5334630442618293,0.5273015907126042,0.740280777537797,0.7415730337078652,0.6947294774169406,0.6990292529127633
paper_literal_80_10_10,ad_ftd_vs_healthy,79,0.5337430469675661,0.5284621513085624,0.7414686825053995,0.7415730337078652,0.696333971209284,0.7082540598160854
paper_literal_80_10_10,ad_ftd_vs_healthy,80,0.5329325192432939,0.529568379720739,0.7398488120950324,0.7376836646499568,0.6936796909517282,0.6784747880702668
paper_literal_80_10_10,ad_ftd_vs_healthy,81,0.5342030023009422,0.526791419618173,0.7411447084233261,0.7398444252376837,0.6945400511121524,0.6965556601143176
